index bayes_factor network_snr_true_hypo network_snr_null_hypo optimal_network_snr_true_hypo optimal_network_snr_null_hypo h1_snr_true_hypo h1_snr_null_hypo l1_snr_true_hypo l1_snr_null_hypo
37 -0.383328 8.423336 8.582725 8.122620 8.122620 4.649355 4.649355 6.660364 6.660364 
38 -4.059033 5.468193 4.445097 4.948813 4.948813 3.305369 3.305369 3.683107 3.683107 
39 1.302859 4.011154 4.317437 4.244032 4.244032 1.316699 1.316699 4.034614 4.034614 
40 1.154109 7.031411 7.261425 5.836818 5.836818 5.039683 5.039683 2.944493 2.944493 
41 2.481900 15.690714 15.651050 16.450538 16.450538 11.519952 11.519952 11.743548 11.743548 
42 1.888045 3.355861 4.071716 2.652503 2.652503 1.734717 1.734717 2.006622 2.006622 
43 2.546141 12.029604 11.868241 12.107030 12.107030 10.141631 10.141631 6.612677 6.612677 
44 -2.172723 7.731086 7.463066 8.478925 8.478925 6.205757 6.205757 5.777608 5.777608 
45 -3.170148 4.442376 3.740926 3.705764 3.705764 3.278519 3.278519 1.727425 1.727425 
46 0.209567 4.888558 4.958742 2.492200 2.492200 1.662318 1.662318 1.856814 1.856814 
47 -2.697697 4.863551 2.828323 2.124289 2.124289 1.052763 1.052763 1.845072 1.845072 
48 0.512973 4.480594 4.710716 4.552854 4.552854 3.816940 3.816940 2.481824 2.481824 
49 5.856380 10.391284 11.605149 10.822924 10.822924 7.602070 7.602070 7.703520 7.703520 
50 0.425418 9.494057 9.764421 9.273862 9.273862 5.580630 5.580630 7.406826 7.406826 
51 0.924542 7.657376 7.536489 7.305316 7.305316 5.019082 5.019082 5.308150 5.308150 
52 -0.173864 4.757821 4.659852 5.208365 5.208365 4.432171 4.432171 2.735493 2.735493 
53 1.439262 27.264342 27.231642 26.153806 26.153806 17.182491 17.182491 19.717595 19.717595 
54 0.113587 9.024965 9.212838 7.790671 7.790671 5.236903 5.236903 5.767964 5.767964 
55 1.406310 2.674176 3.640039 1.821280 1.821280 1.023998 1.023998 1.506150 1.506150 
56 -0.689176 15.243094 14.900647 13.908045 13.908045 10.853722 10.853722 8.696576 8.696576 
57 0.340257 4.166347 4.328683 3.343500 3.343500 2.525520 2.525520 2.191059 2.191059 
58 1.806088 12.621501 12.724789 14.090508 14.090508 6.982248 6.982248 12.238898 12.238898 
59 -1.162540 4.971523 4.494397 3.599424 3.599424 2.449760 2.449760 2.637144 2.637144 
60 -0.143695 5.671368 5.658760 3.599686 3.599686 0.795009 0.795009 3.510798 3.510798 
61 1.674799 1.696651 2.051260 4.691466 4.691466 2.641182 2.641182 3.877371 3.877371 
62 0.098148 2.551716 2.919726 1.605023 1.605023 0.781950 0.781950 1.401661 1.401661 
63 -1.625422 3.298312 2.765536 2.764705 2.764705 2.628588 2.628588 0.856808 0.856808 
64 -1.178084 8.027702 7.954687 9.300411 9.300411 5.682230 5.682230 7.362737 7.362737 
65 0.948280 9.179362 9.451866 8.072960 8.072960 5.678792 5.678792 5.737945 5.737945 
66 0.034233 2.750548 2.835177 2.365959 2.365959 1.139419 1.139419 2.073520 2.073520 
67 1.092607 7.044340 6.962601 5.378975 5.378975 4.965491 4.965491 2.068155 2.068155 
68 -0.130266 8.425336 8.154489 7.673811 7.673811 4.206557 4.206557 6.418120 6.418120 
69 0.762456 6.068837 6.369629 6.192101 6.192101 4.061455 4.061455 4.674045 4.674045 
70 2.139325 3.147695 3.650500 4.528611 4.528611 4.225337 4.225337 1.629370 1.629370 
71 2.365652 16.583636 16.679449 13.808617 13.808617 10.414325 10.414325 9.067511 9.067511 
72 -1.266452 6.736293 6.553074 7.195883 7.195883 5.902690 5.902690 4.115699 4.115699 
73 0.080812 4.644312 4.653639 5.205017 5.205017 3.685226 3.685226 3.675773 3.675773 
74 0.749240 2.035205 2.301778 1.521994 1.521994 0.458078 0.458078 1.451424 1.451424 
75 0.634556 4.667737 4.746593 3.897896 3.897896 3.102972 3.102972 2.359059 2.359059 
76 -5.549268 11.272192 10.965087 12.978575 12.978575 7.996681 7.996681 10.222353 10.222353 
77 0.254906 3.067167 3.438257 5.297764 5.297764 2.600760 2.600760 4.615447 4.615447 
78 -2.736157 9.447277 8.332962 8.725326 8.725326 7.481726 7.481726 4.489442 4.489442 
79 -1.367976 13.201147 12.115998 12.417331 12.417331 8.194908 8.194908 9.329180 9.329180 
80 -0.136409 4.472532 4.409007 4.002171 4.002171 3.497069 3.497069 1.946249 1.946249 
81 -0.818578 8.146610 8.047907 7.300011 7.300011 4.874912 4.874912 5.433727 5.433727 
82 -0.535617 3.292558 3.159390 2.914833 2.914833 2.884812 2.884812 0.417271 0.417271 
83 -2.335731 5.316710 4.742761 6.137033 6.137033 4.816178 4.816178 3.803631 3.803631 
84 -0.011681 4.856553 4.871052 4.210678 4.210678 2.833950 2.833950 3.114247 3.114247 
85 2.309952 9.387861 9.343246 8.921998 8.921998 8.306029 8.306029 3.257595 3.257595 
86 -0.117954 3.158576 3.112970 3.245548 3.245548 0.680293 0.680293 3.173450 3.173450 
87 3.399699 7.111493 7.426663 7.125967 7.125967 5.175422 5.175422 4.898409 4.898409 
88 -1.346323 10.011600 9.408369 12.111326 12.111326 6.722717 6.722717 10.074190 10.074190 
89 1.241628 10.850055 10.780000 11.080279 11.080279 9.554958 9.554958 5.610291 5.610291 
90 0.018466 18.921975 18.611537 20.031463 20.031463 13.851075 13.851075 14.470909 14.470909 
91 1.024213 9.028810 10.318342 6.998907 6.998907 4.477676 4.477676 5.379137 5.379137 
92 -0.665197 5.605470 5.431806 5.892794 5.892794 4.703549 4.703549 3.549879 3.549879 
93 1.361799 9.490187 9.593769 10.569671 10.569671 9.265765 9.265765 5.085622 5.085622 
94 -5.915677 4.583682 3.053755 3.557216 3.557216 3.152585 3.152585 1.647725 1.647725 
95 -2.337814 8.004751 8.004144 7.017089 7.017089 4.146319 4.146319 5.661057 5.661057 
96 1.059826 3.633984 4.209165 3.285501 3.285501 2.680580 2.680580 1.899739 1.899739 
97 0.132650 2.153940 2.276864 0.652683 0.652683 0.556868 0.556868 0.340431 0.340431 
98 -6.117889 6.109105 4.923794 5.410860 5.410860 3.683556 3.683556 3.963435 3.963435 
99 -1.831880 10.775122 9.305405 8.744332 8.744332 6.883845 6.883845 5.392219 5.392219 
100 2.364299 7.401018 7.814490 7.312049 7.312049 5.360028 5.360028 4.973545 4.973545 
101 0.045348 10.138062 10.336260 11.967872 11.967872 10.140652 10.140652 6.355874 6.355874 
102 1.331176 9.197451 9.061585 9.247096 9.247096 5.475205 5.475205 7.451907 7.451907 
103 0.721937 10.609884 11.422717 9.585485 9.585485 7.085337 7.085337 6.455969 6.455969 
104 -10.098704 6.628436 4.880607 4.137890 4.137890 2.645102 2.645102 3.182070 3.182070 
105 -1.893266 8.444318 8.186060 8.523284 8.523284 5.148112 5.148112 6.792887 6.792887 
106 3.432334 2.935551 3.654410 2.990271 2.990271 2.321320 2.321320 1.884991 1.884991 
107 -1.214812 8.131959 7.968527 7.838213 7.838213 6.389504 6.389504 4.540025 4.540025 
108 2.077982 11.986393 10.546602 12.694238 12.694238 8.387060 8.387060 9.528951 9.528951 
109 -1.335966 14.814700 14.271989 14.008578 14.008578 9.971062 9.971062 9.839623 9.839623 
