a_1 a_2 chi_1 chi_2 chirp_mass dec geocent_time lambda_1 lambda_2 luminosity_distance mass_1 mass_2 mass_ratio phase phi_12 phi_jl psi ra theta_jn tilt_1 tilt_2
0.038473740220069885 0.2554017901420593 0.03847374 -0.2554018 2.7854927 1.085978 0.0 0.0 0.0 231.2883 3.341092 3.06541 0.9174874 5.696 0.0 0.0 0.8041913 2.668342500178774 1.412132 0.0 3.141592653589793
0.30772629380226135 0.5755910873413086 -0.3077263 0.5755911 2.7865984 0.5546471 0.0 0.0 7.49294 234.2587 4.572874 2.29357 0.50155985 3.040137 0.0 3.141592653589793 2.104689 1.994307983943301 2.537601 3.141592653589793 0.0
0.2918441891670227 0.25487738847732544 -0.2918442 0.2548774 2.9929204 -0.1819779 0.0 0.0 0.0 158.8769 3.556142 3.324465 0.9348516 4.520587 0.0 -0.0 0.4663238 2.627053628646692 1.472773 3.141592653589793 0.0
0.22013339400291443 0.5269979238510132 -0.2201334 -0.5269979 2.9459598 0.08409382 0.0 0.0 0.0 234.0947 4.156383 2.777504 0.66825026 4.208437 0.0 -0.0 1.98635 1.875442542281391 2.507737 3.141592653589793 3.141592653589793
0.4370043873786926 0.06024438887834549 0.4370044 0.06024439 2.1854794 -0.2309316 0.0 0.0 7.944168 204.7765 2.763591 2.284636 0.8266911 1.823861 0.0 3.141592653589793 1.93211 5.193574623826358 2.205509 0.0 0.0
0.7284274101257324 0.7182319760322571 -0.7284274 0.718232 3.09216 -0.8964842 0.0 0.0 0.0 200.4921 4.316708 2.944045 0.6820116 0.966247 0.0 0.0 5.750981 3.858958473662071 1.404044 3.141592653589793 0.0
0.7218332886695862 0.20218880474567413 0.7218333 0.2021888 2.6447005 0.2647216 0.0 0.0 0.0 184.1409 3.624521 2.561634 0.70675105 1.468638 0.0 0.0 0.3332601 1.3881637294254432 2.167789 0.0 0.0
0.36636680364608765 0.7082679867744446 0.3663668 -0.708268 2.671632 -0.5791901 0.0 0.0 0.0 121.3373 3.621028 2.614721 0.7220936 2.852371 0.0 3.141592653589793 4.836574 6.029648243227207 2.75618 0.0 3.141592653589793
0.3141798973083496 0.3772658109664917 -0.3141799 0.3772658 3.0403235 -0.540186 0.0 0.0 0.0 136.8657 4.511276 2.737267 0.60676116 4.384584 0.0 -0.0 3.523275 4.084036360596812 1.763067 3.141592653589793 0.0
0.519913911819458 0.7167422771453857 0.5199139 -0.7167423 2.327345 0.4499275 0.0 0.0 126.40056 162.5917 4.468924 1.675136 0.374841 3.328099 0.0 -0.0 1.193685 5.620339065364028 0.9309609 0.0 3.141592653589793
0.7138320207595825 0.5829222798347473 0.713832 0.5829223 2.3513856 0.6011813 0.0 0.0 135.23235 207.9232 4.626663 1.65848 0.35846138 4.665214 0.0 -0.0 6.133902 5.5153798415953545 1.684975 0.0 0.0
0.00804090965539217 0.6783450841903687 0.00804091 0.6783451 2.3317196 -0.03780222 0.0 0.0 105.52823 244.6025 4.348857 1.719676 0.39543173 0.6805443 0.0 0.0 2.302379 0.6122163344700056 0.8272527 0.0 0.0
0.6982520818710327 0.3815923035144806 -0.6982521 -0.3815923 2.1070964 0.5257275 0.0 0.0 146.51016 149.7662 3.691592 1.638747 0.44391334 5.917026 0.0 0.0 5.364659 4.117297799152013 0.8796719 3.141592653589793 3.141592653589793
0.38605380058288574 0.37750691175460815 0.3860538 0.3775069 2.312212 0.2983741 0.0 0.0 0.0 171.2998 2.684158 2.628263 0.9791759 3.268117 0.0 -0.0 3.681113 1.305080123333184 1.217338 0.0 0.0
0.33594170212745667 0.5333765149116516 0.3359417 0.5333765 2.264707 -1.426759 0.0 0.0 25.709387 219.8136 3.327801 2.057099 0.61815566 0.2384259 0.0 0.0 0.96629 4.350032334157888 1.567666 0.0 0.0
0.4038853049278259 0.7406857013702393 -0.4038853 -0.7406857 3.1317155 -0.01072743 0.0 0.0 0.0 128.3178 4.4569 2.92915 0.6572169 4.7604 0.0 0.0 5.753691 4.794758175310719 0.2814347 3.141592653589793 3.141592653589793
0.02857971005141735 0.20904040336608887 0.02857971 -0.2090404 2.811228 0.3032049 0.0 0.0 0.0 186.3945 3.702779 2.826538 0.76335585 4.925717 0.0 0.0 0.6633093 5.078007292933918 0.6958563 0.0 3.141592653589793
0.13506579399108887 0.6059299111366272 0.1350658 -0.6059299 2.2768648 -0.4351524 0.0 0.0 234.51668 227.6811 4.776597 1.523691 0.31899092 1.597857 0.0 3.141592653589793 2.157511 3.9007594116557556 2.026124 0.0 3.141592653589793
0.21458770334720612 0.46552449464797974 0.2145877 -0.4655245 3.017853 -0.4251089 0.0 0.0 0.0 239.1009 4.261343 2.843111 0.6671866 2.04836 0.0 3.141592653589793 4.444184 5.077759062158449 2.316424 0.0 3.141592653589793
0.5145912766456604 0.1603461056947708 0.5145913 0.1603461 2.7357929 0.30196 0.0 0.0 4.5187025 205.5623 4.263245 2.35698 0.55286056 0.4622339 0.0 0.0 2.820745 1.861497135459011 2.375185 0.0 0.0
0.5750586986541748 0.3068605959415436 0.5750587 -0.3068606 2.6177387 0.1285401 0.0 0.0 33.686573 189.0875 4.694769 1.995631 0.42507544 6.159129 0.0 0.0 2.651193 3.9447705757383105 1.810164 0.0 3.141592653589793
0.4573045074939728 0.4284174144268036 0.4573045 -0.4284174 2.363608 0.6576471 0.0 0.0 0.0 211.6924 2.818188 2.616451 0.9284161 2.672206 0.0 3.141592653589793 3.870217 2.062230251661184 0.7647867 0.0 3.141592653589793
0.3719162940979004 0.3623450994491577 0.3719163 0.3623451 2.1128573 0.008734456 0.0 0.0 168.65698 207.3254 3.807618 1.604143 0.42129833 6.025555 0.0 0.0 1.535606 2.595845812557762 1.329759 0.0 0.0
0.37754368782043457 0.06883475184440613 0.3775437 -0.06883475 2.6145544 0.09753844 0.0 0.0 31.307613 247.4443 4.636305 2.012514 0.43407717 0.900176 0.0 0.0 5.434132 2.367726355999274 0.884034 0.0 3.141592653589793
0.37815138697624207 0.1612814962863922 0.3781514 0.1612815 2.198617 0.6517029 0.0 0.0 122.60564 222.1033 3.925093 1.682657 0.42869228 3.697997 0.0 -0.0 5.032376 5.028450287936877 1.747331 0.0 0.0
0.49484118819236755 0.21776850521564484 0.4948412 0.2177685 2.952856 0.07041825 0.0 0.0 0.0 179.8963 4.585098 2.5521 0.55660754 3.819364 0.0 -0.0 0.5890499 2.6280371750516665 1.489199 0.0 0.0
0.6705809831619263 0.5975720286369324 0.670581 0.597572 2.9558756 -0.5476472 0.0 0.0 0.0 133.5765 3.432009 3.359277 0.97880775 0.4145178 0.0 0.0 1.71198 0.18654574643451127 2.518512 0.0 0.0
0.5050588250160217 0.5943915247917175 -0.5050588 -0.5943915 2.925099 -0.03040431 0.0 0.0 0.0 209.995 4.818334 2.399617 0.49801797 2.465764 0.0 3.141592653589793 6.066538 2.5746730773579642 2.331059 3.141592653589793 3.141592653589793
0.23936669528484344 0.2849329113960266 0.2393667 0.2849329 2.6738305 -0.8315278 0.0 0.0 0.0 203.0237 3.203788 2.945569 0.91940194 1.500149 0.0 0.0 4.297277 4.413192735902065 1.039866 0.0 0.0
0.6304569244384766 0.18385489284992218 -0.6304569 -0.1838549 2.8066862 0.1807428 0.0 0.0 0.0 218.052 4.086837 2.570624 0.6290009 0.8608857 0.0 0.0 2.819571 1.026795025497357 2.508449 3.141592653589793 3.141592653589793
0.056872230023145676 0.6604558825492859 0.05687223 -0.6604559 3.0378304 -0.776307 0.0 0.0 0.0 199.0097 3.661406 3.327284 0.90874493 2.923135 0.0 3.141592653589793 4.351774 4.433319906010091 1.666197 0.0 3.141592653589793
0.2179245948791504 0.03548210859298706 -0.2179246 -0.03548211 2.982839 1.48641 0.0 0.0 0.0 62.20959 4.282837 2.767259 0.6461275 0.5688434 0.0 0.0 3.666825 4.967540633694533 1.38878 3.141592653589793 3.141592653589793
0.4067648947238922 0.6501951217651367 0.4067649 -0.6501951 2.675196 -0.482338 0.0 0.0 0.0 238.88 3.090011 3.056088 0.9890218 3.119993 0.0 3.141592653589793 5.906334 4.493362637794142 1.597864 0.0 3.141592653589793
0.7145249843597412 0.1577267050743103 -0.714525 0.1577267 2.921219 1.093113 0.0 0.0 0.0 194.5078 3.435859 3.277579 0.95393294 0.8200267 0.0 0.0 1.415642 2.9745139136693055 0.8798712 3.141592653589793 0.0
0.7261142730712891 0.24604679644107819 -0.7261143 0.2460468 2.2169654 -0.7481501 0.0 0.0 106.42312 226.3185 3.901522 1.717592 0.44023642 2.728065 0.0 3.141592653589793 2.089956 0.6817796845367639 1.470087 3.141592653589793 0.0
0.34491780400276184 0.265296995639801 -0.3449178 0.265297 2.9608479 0.008505447 0.0 0.0 0.0 167.0746 3.994391 2.910455 0.7286355 1.599821 0.0 3.141592653589793 4.698309 6.254141380476447 1.488639 3.141592653589793 0.0
0.28673049807548523 0.056846339255571365 -0.2867305 0.05684634 2.6434772 -0.4451413 0.0 0.0 39.27681 172.6919 4.899914 1.959772 0.39996052 5.99162 0.0 0.0 0.8080282 0.321880202530906 1.692495 3.141592653589793 0.0
0.40415430068969727 0.20879040658473969 -0.4041543 -0.2087904 2.1085799 1.06443 0.0 0.0 335.23773 138.3459 4.322665 1.437869 0.3326348 4.909714 0.0 0.0 5.587558 0.6980035904940678 2.184038 3.141592653589793 3.141592653589793
0.5260679125785828 0.25426051020622253 0.5260679 0.2542605 2.6129124 -0.2246486 0.0 0.0 14.804466 196.6564 4.235787 2.173787 0.5131956 1.703953 0.0 3.141592653589793 3.231754 3.915307634310828 1.634869 0.0 0.0
0.45386019349098206 0.022503340616822243 0.4538602 -0.02250334 2.6170955 -0.2565648 0.0 0.0 6.6089506 234.9563 3.966165 2.311706 0.5828568 2.106536 0.0 3.141592653589793 6.084856 4.727314071239469 2.181314 0.0 3.141592653589793
0.629233181476593 0.720239520072937 0.6292332 -0.7202395 2.3535714 -0.2665022 0.0 0.0 0.0 221.8006 2.811843 2.600211 0.9247355 2.586188 0.0 3.141592653589793 1.087005 0.16169817631600836 0.8880422 0.0 3.141592653589793
0.43916910886764526 0.4958980977535248 -0.4391691 0.4958981 2.1795406 -1.13613 0.0 0.0 118.51404 211.6507 3.829207 1.691033 0.44161442 2.771755 0.0 3.141592653589793 3.121746 2.0835754302039504 1.65277 3.141592653589793 0.0
0.21477730572223663 0.14400619268417358 0.2147773 0.1440062 2.4500623 -0.8234738 0.0 0.0 0.0 110.5109 3.028686 2.618018 0.8644072 5.463512 0.0 0.0 5.548919 3.0299485126248555 1.300084 0.0 0.0
0.6417080163955688 0.6405074000358582 -0.641708 -0.6405074 2.1603103 -0.7792111 0.0 0.0 3.6966136 234.7075 2.594953 2.374032 0.91486514 0.1982553 0.0 0.0 4.771606 4.313286132678421 0.7169647 3.141592653589793 3.141592653589793
0.6513739228248596 0.6771181225776672 -0.6513739 -0.6771181 2.35475 -0.2188403 0.0 0.0 87.20054 146.8031 4.303349 1.766712 0.4105435 0.8055742 0.0 0.0 1.535374 3.9952593440481223 2.432255 3.141592653589793 3.141592653589793
0.3060060143470764 0.5393043160438538 -0.306006 -0.5393043 3.023481 -0.4708269 0.0 0.0 0.0 238.8559 4.088 2.965803 0.72549 5.121893 0.0 0.0 0.8968916 5.6277221099197945 2.334216 3.141592653589793 3.141592653589793
0.4592027962207794 0.7284622192382812 0.4592028 -0.7284622 2.685664 -0.6500555 0.0 0.0 0.0 141.0597 3.15649 3.015478 0.95532626 4.657257 0.0 -0.0 0.1999955 2.4264612478961 1.023889 0.0 3.141592653589793
0.0019652980845421553 0.4871239960193634 -0.001965298 0.487124 2.3977332 1.119494 0.0 0.0 44.16523 221.6146 4.031836 1.932 0.47918618 6.119088 0.0 0.0 3.85384 1.9742071748565877 0.9754704 3.141592653589793 0.0
0.17484499514102936 0.3215250074863434 0.174845 -0.321525 2.2798162 0.665508 0.0 0.0 56.849304 156.1022 3.75291 1.871342 0.4986376 6.146117 0.0 0.0 2.127288 1.2244962180499215 2.262618 0.0 3.141592653589793
0.004674118012189865 0.20867429673671722 -0.004674118 0.2086743 2.8773477 -0.2949719 0.0 0.0 0.0 136.9538 4.550294 2.446727 0.53770745 0.2283763 0.0 0.0 3.102437 5.978309633171101 1.897128 3.141592653589793 0.0
0.19724500179290771 0.6899425983428955 -0.197245 -0.6899426 2.6603608 -1.021833 0.0 0.0 0.0 170.0455 3.598508 2.608605 0.72491294 4.777689 0.0 0.0 6.261705 5.018803590888297 1.021136 3.141592653589793 3.141592653589793
0.3436127007007599 0.6399217844009399 -0.3436127 -0.6399218 2.755695 -0.2845478 0.0 0.0 0.0 246.375 3.999665 2.53137 0.63289547 3.435625 0.0 -0.0 1.762941 1.3911897065642052 2.453958 3.141592653589793 3.141592653589793
0.691652774810791 0.5655009150505066 0.6916528 0.5655009 2.5320065 0.08793393 0.0 0.0 16.343626 194.3466 4.002349 2.153935 0.5381677 3.570128 0.0 -0.0 3.891936 3.8052069197816536 1.64211 0.0 0.0
0.5850964784622192 0.5760434865951538 -0.5850965 0.5760435 2.1777763 -0.2481363 0.0 0.0 67.14733 239.016 3.488712 1.830832 0.52478737 0.1910619 0.0 0.0 0.8143387 1.4192386161099648 0.06694444 3.141592653589793 0.0
0.3373646140098572 0.2578131854534149 0.3373646 0.2578132 3.1026886 -0.07049007 0.0 0.0 0.0 163.0762 4.471427 2.868701 0.64156276 4.765553 0.0 0.0 3.939371 4.352691286703362 0.8944968 0.0 0.0
0.7228372097015381 0.3440692126750946 -0.7228372 -0.3440692 2.262219 -0.8074371 0.0 0.0 0.0 245.4536 2.8152 2.401703 0.8531198 0.4090365 0.0 0.0 1.46828 2.494510326266777 2.466046 3.141592653589793 3.141592653589793
0.04901424050331116 0.6530662178993225 0.04901424 -0.6530662 2.331413 0.4569813 0.0 0.0 0.0 176.4831 2.697742 2.65861 0.98549455 0.8361369 0.0 0.0 6.12978 1.641488751187012 1.926311 0.0 3.141592653589793
0.01108253002166748 0.7136942148208618 0.01108253 0.7136942 2.6103723 -0.4117591 0.0 0.0 0.0 200.368 3.197054 2.814616 0.880378 2.453613 0.0 3.141592653589793 2.942045 4.285836241522361 2.115814 0.0 0.0
0.4636285901069641 0.2744235098361969 0.4636286 0.2744235 2.450004 -0.1812493 0.0 0.0 44.485447 180.9237 4.228116 1.93028 0.4565343 4.635456 0.0 -0.0 3.856469 6.241558828036091 1.308308 0.0 0.0
0.5873898863792419 0.15222179889678955 -0.5873899 -0.1522218 2.721858 0.4248148 0.0 0.0 15.760204 160.2298 4.654899 2.161288 0.46430394 1.053592 0.0 0.0 1.193044 5.668024632128095 2.673717 3.141592653589793 3.141592653589793
0.40417319536209106 0.7298557758331299 -0.4041732 -0.7298558 2.095878 0.159634 0.0 0.0 158.66292 215.2841 3.700773 1.619145 0.43751535 0.6836728 0.0 0.0 0.8114321 6.135822074598423 0.4765702 3.141592653589793 3.141592653589793
0.5539826154708862 0.2913498878479004 0.5539826 -0.2913499 2.700964 0.2147744 0.0 0.0 8.602376 204.7043 4.323901 2.272031 0.5254586 0.2983062 0.0 0.0 4.061635 3.9162145910901245 2.714346 0.0 3.141592653589793
0.22735120356082916 0.012636959552764893 0.2273512 -0.01263696 2.99572 -0.6792534 0.0 0.0 0.0 240.4024 4.787338 2.523896 0.5272024 1.712668 0.0 3.141592653589793 3.437881 1.1430939939440137 1.982912 0.0 3.141592653589793
0.6154599189758301 0.14839069545269012 -0.6154599 -0.1483907 2.991669 0.3380119 0.0 0.0 0.0 223.2228 4.025432 2.947985 0.73234 6.214742 0.0 0.0 3.009341 1.4783448457004411 2.198829 3.141592653589793 3.141592653589793
0.3844403028488159 0.5198671221733093 0.3844403 -0.5198671 3.0092807 0.8499442 0.0 0.0 0.0 236.4177 4.118519 2.918499 0.7086283 2.055793 0.0 3.141592653589793 0.3046588 2.433205831183251 2.495121 0.0 3.141592653589793
0.5306556820869446 0.48172110319137573 -0.5306557 -0.4817211 2.24944 1.055915 0.0 0.0 59.807816 198.4015 3.674202 1.859034 0.50596946 3.634875 0.0 -0.0 3.650244 6.094414204571535 2.344064 3.141592653589793 3.141592653589793
0.033593129366636276 0.5478122234344482 0.03359313 0.5478122 2.1710176 1.036778 0.0 0.0 23.89653 196.3712 3.020884 2.073305 0.6863239 3.974135 0.0 -0.0 1.607238 4.769761887867958 0.9281446 0.0 0.0
0.09023947268724442 0.45559269189834595 -0.09023947 -0.4555927 2.8037794 0.5420056 0.0 0.0 0.0 159.5806 3.550616 2.926881 0.8243305 4.038328 0.0 -0.0 3.263542 4.813919089437718 0.4851519 3.141592653589793 3.141592653589793
0.5260444283485413 0.4225901961326599 0.5260444 0.4225902 2.322145 -0.6654641 0.0 0.0 0.0 241.8568 2.82877 2.517033 0.88979775 2.016771 0.0 3.141592653589793 2.396653 0.4303224907474501 0.9518536 0.0 0.0
0.29955148696899414 0.15282119810581207 0.2995515 -0.1528212 2.4543278 -0.596116 0.0 0.0 56.597767 217.1275 4.39794 1.872416 0.4257484 3.129204 0.0 3.141592653589793 4.029898 5.260186293112952 0.3812465 0.0 3.141592653589793
0.05344879999756813 0.09743698686361313 -0.0534488 0.09743699 3.156997 0.4608107 0.0 0.0 0.0 191.3805 4.019063 3.27894 0.81584686 1.849331 0.0 3.141592653589793 0.3798374 0.754426218829714 0.9129168 3.141592653589793 0.0
0.38157400488853455 0.17444440722465515 0.381574 0.1744444 2.286271 -0.5462829 0.0 0.0 40.209885 245.3623 3.594447 1.954238 0.5436826 5.147357 0.0 0.0 2.581712 3.14249599154423 1.073672 0.0 0.0
0.03559739887714386 0.7178530097007751 -0.0355974 0.717853 2.6684794 -0.7362859 0.0 0.0 14.562353 203.8198 4.423491 2.177046 0.49215564 1.23708 0.0 0.0 0.5468523 5.8598178092303215 2.741549 3.141592653589793 0.0
0.7126513123512268 0.47832560539245605 0.7126513 0.4783256 2.5470526 -1.202698 0.0 0.0 0.0 220.4283 2.967529 2.884763 0.97210944 4.485726 0.0 -0.0 3.986904 4.503460061400212 1.099573 0.0 0.0
0.24389620125293732 0.22478629648685455 0.2438962 -0.2247863 2.600723 0.3467688 0.0 0.0 0.0 181.9338 3.387211 2.642964 0.7802773 4.960774 0.0 0.0 0.4647635 1.0559018275510894 0.236718 0.0 3.141592653589793
0.725549578666687 0.16029760241508484 0.7255496 0.1602976 2.9986494 -0.4032772 0.0 0.0 0.0 237.075 4.803738 2.520921 0.5247832 1.748358 0.0 3.141592653589793 4.237201 2.9431977063198715 1.531818 0.0 0.0
0.21474690735340118 0.12496549636125565 0.2147469 0.1249655 2.1540558 0.4681244 0.0 0.0 3.6479638 200.3525 2.578783 2.374971 0.9209658 0.3806806 0.0 0.0 4.436309 5.787054562168443 1.262045 0.0 0.0
0.40114110708236694 0.6049602031707764 -0.4011411 0.6049602 2.9660761 0.2696988 0.0 0.0 0.0 152.5743 4.831243 2.457302 0.5086273 6.165184 0.0 0.0 0.2599643 4.969859783288804 1.69816 3.141592653589793 0.0
0.10442840307950974 0.45221349596977234 -0.1044284 0.4522135 2.160999 -0.2875227 0.0 0.0 140.70877 157.8879 3.872148 1.648697 0.42578357 1.576388 0.0 3.141592653589793 1.69786 5.6871836654012 1.241779 3.141592653589793 0.0
0.7238134741783142 0.3821151852607727 0.7238135 0.3821152 2.3979766 0.2964877 0.0 0.0 41.42714 141.6099 3.996562 1.947191 0.4872165 4.70341 0.0 -0.0 3.579972 5.759785651315134 2.085496 0.0 0.0
0.11629489809274673 0.22785420715808868 -0.1162949 0.2278542 2.6069853 -0.6763574 0.0 0.0 0.0 221.2629 3.427036 2.626061 0.7662776 1.60362 0.0 3.141592653589793 2.696934 4.891122547151419 1.990631 3.141592653589793 0.0
0.41354501247406006 0.5858386754989624 0.413545 -0.5858387 2.298245 -0.02649307 0.0 0.0 40.64694 67.70721 3.639965 1.951686 0.53618264 5.015661 0.0 0.0 1.756352 3.2403516888428854 2.027844 0.0 3.141592653589793
0.3346956968307495 0.6101415753364563 -0.3346957 0.6101416 2.225906 1.449695 0.0 0.0 6.1546917 161.1138 2.821718 2.321336 0.8226676 2.081476 0.0 3.141592653589793 1.775855 4.541670192511766 1.889042 3.141592653589793 0.0
0.24420399963855743 0.6694567203521729 -0.244204 0.6694567 2.3051205 -0.6600593 0.0 0.0 151.76549 107.7212 4.521429 1.630074 0.36052185 0.8683388 0.0 0.0 2.121689 3.658138947050567 2.411303 3.141592653589793 0.0
0.7086523771286011 0.11481740325689316 0.7086524 0.1148174 2.222694 0.5211165 0.0 0.0 72.66774 117.8159 3.688847 1.811502 0.49107537 6.231099 0.0 0.0 0.5305215 6.056890209247605 1.012543 0.0 0.0
0.17427749931812286 0.5843222141265869 0.1742775 -0.5843222 2.6657665 0.6429064 0.0 0.0 0.0 241.0125 3.684261 2.561868 0.69535464 2.685688 0.0 3.141592653589793 1.093772 6.26827440422344 2.084803 0.0 3.141592653589793
0.41536110639572144 0.014393730089068413 -0.4153611 0.01439373 3.0751247 0.6338231 0.0 0.0 0.0 175.9907 4.580431 2.759004 0.60234594 2.696292 0.0 3.141592653589793 0.1121684 1.9594192173709217 0.9732565 3.141592653589793 0.0
0.38714340329170227 0.6397159099578857 -0.3871434 -0.6397159 2.3407733 -0.07649423 0.0 0.0 22.184336 202.9913 3.506103 2.089578 0.595983 3.752784 0.0 -0.0 1.933268 3.425511510881144 2.287338 3.141592653589793 3.141592653589793
0.3312084972858429 0.022168729454278946 -0.3312085 -0.02216873 2.539726 0.3686216 0.0 0.0 31.034307 215.6414 4.348766 2.014525 0.4632406 3.648226 0.0 -0.0 1.723715 0.41964599826594906 1.167918 3.141592653589793 3.141592653589793
0.13119889795780182 0.3634794056415558 -0.1311989 0.3634794 2.4592197 0.4620697 0.0 0.0 3.3294656 198.7735 3.372239 2.380715 0.7059745 4.987715 0.0 0.0 4.555619 2.626249646828981 0.8693287 3.141592653589793 0.0
0.4576371908187866 0.46651169657707214 0.4576372 0.4665117 2.6064076 -0.6471109 0.0 0.0 0.0 223.1869 3.189023 2.813069 0.88211 5.705496 0.0 0.0 2.793319 0.651035663863766 1.049171 0.0 0.0
0.2298395037651062 0.24617619812488556 -0.2298395 0.2461762 2.681191 0.8624269 0.0 0.0 8.730473 199.0049 4.261809 2.269631 0.53255105 4.433713 0.0 -0.0 0.5335044 2.664671064153552 0.7020706 3.141592653589793 0.0
0.37891849875450134 0.3394654095172882 0.3789185 0.3394654 2.2790148 0.5854057 0.0 0.0 0.0 92.52848 2.811359 2.440197 0.86797774 3.08872 0.0 3.141592653589793 1.383559 3.952450294530607 1.874548 0.0 0.0
0.5741053819656372 0.5228552222251892 0.5741054 0.5228552 2.612268 -0.7807717 0.0 0.0 18.633661 222.8217 4.340452 2.126843 0.49000493 4.687009 0.0 -0.0 5.608671 6.0343325042470966 0.8903165 0.0 0.0
0.5336989164352417 0.7066767811775208 0.5336989 0.7066768 2.8821607 -0.8064743 0.0 0.0 8.329209 191.6679 4.957582 2.277206 0.45933804 1.092422 0.0 0.0 3.420512 3.3499686122405166 1.399079 0.0 0.0
0.7244886755943298 0.7305343747138977 0.7244887 -0.7305344 2.888712 0.6198807 0.0 0.0 0.0 141.2253 3.795867 2.910951 0.7668738 6.153817 0.0 0.0 6.084688 0.3339910110108377 1.485 0.0 3.141592653589793
0.4499228894710541 0.5736362934112549 -0.4499229 -0.5736363 2.5663433 -1.072792 0.0 0.0 8.236866 201.6914 3.866342 2.278972 0.5894388 1.072633 0.0 0.0 0.5980368 3.3951032887444654 1.267113 3.141592653589793 3.141592653589793
0.6333891153335571 0.14871829748153687 0.6333891 0.1487183 2.3008764 0.0598909 0.0 0.0 71.84192 91.72651 3.966908 1.814302 0.45735922 1.280057 0.0 0.0 2.414422 4.580496625511913 0.9080491 0.0 0.0
0.28558000922203064 0.602480411529541 0.28558 -0.6024804 2.8537455 0.06061104 0.0 0.0 0.0 217.5495 3.907427 2.766482 0.7080061 5.424317 0.0 0.0 1.702196 2.0918867859755466 0.4283813 0.0 3.141592653589793
0.7163295149803162 0.22230079770088196 -0.7163295 0.2223008 2.9870927 1.34325 0.0 0.0 0.0 243.4049 4.978555 2.425498 0.48718914 3.675658 0.0 -0.0 5.492471 3.2269078643322047 1.381882 3.141592653589793 0.0
0.004019247833639383 0.3476131856441498 -0.004019248 -0.3476132 2.2269201 -0.8392544 0.0 0.0 35.719418 208.6105 3.346609 1.982019 0.59224695 2.697402 0.0 3.141592653589793 3.831281 2.9399881374875605 2.522582 3.141592653589793 3.141592653589793
0.49439290165901184 0.4722152054309845 -0.4943929 0.4722152 3.0313666 0.02569779 0.0 0.0 0.0 143.5422 3.994277 3.046759 0.7627811 4.690175 0.0 -0.0 4.258356 2.2761197984246593 2.579928 3.141592653589793 0.0
