H_eff5 H_eff8 a_1 a_2 chi_1 chi_2 chirp_mass dec geocent_time lambda_1 lambda_2 luminosity_distance mass_1 mass_2 mass_ratio phase phi_12 phi_jl psi ra theta_jn tilt_1 tilt_2
0.0 0.0 0.6270356178283691 0.43450531363487244 -0.6270356 -0.4345053 3.6632924 -0.2490006 0.0 0.0 0.0 122.274 4.593929 3.860355 0.84031665 4.777775 0.0 0.0 0.4533023 0.7808706524564499 1.412213 3.141592653589793 3.141592653589793
0.0 0.0 0.04826359078288078 0.715722918510437 -0.04826359 -0.7157229 3.2038856 -0.9668074 0.0 0.0 0.0 248.2193 4.624797 2.957848 0.6395628 5.143898 0.0 0.0 0.4469419 5.930040087016913 1.505795 3.141592653589793 3.141592653589793
0.0 0.0 0.48632970452308655 0.37549149990081787 0.4863297 -0.3754915 3.9580698 -0.2286808 0.0 0.0 0.0 128.233 4.92233 4.204812 0.8542321 0.6806916 0.0 0.0 4.056969 2.1646294985011068 1.24443 0.0 3.141592653589793
0.0 0.0 0.5589786767959595 0.32714539766311646 0.5589787 -0.3271454 3.706433 0.09727182 0.0 0.0 0.0 179.9446 4.553607 3.984334 0.87498415 5.182658 0.0 0.0 0.5142098 2.3990721166716185 0.4352037 0.0 3.141592653589793
0.0 0.0 0.25595369935035706 0.1291200965642929 -0.2559537 0.1291201 3.3168354 -1.406153 0.0 0.0 0.0 203.9726 4.960432 2.965026 0.5977354 0.8012279 0.0 0.0 3.99293 0.48578951267120374 1.053907 3.141592653589793 0.0
0.0 0.0 0.2684149146080017 0.5713332891464233 0.2684149 -0.5713333 3.7734272 0.6789014 0.0 0.0 0.0 197.8445 4.860827 3.875133 0.79721683 2.738263 0.0 3.141592653589793 2.039676 0.5800833427289263 3.130355 0.0 3.141592653589793
0.0 0.0 0.7358183860778809 0.6393923759460449 0.7358184 -0.6393924 3.5553987 1.290426 0.0 0.0 0.0 133.004 4.779339 3.506666 0.7337136 2.989536 0.0 3.141592653589793 5.2619 0.12939720290307832 1.637981 0.0 3.141592653589793
0.0 0.0 0.25228220224380493 0.2723253071308136 -0.2522822 -0.2723253 3.3778174 0.0615997 0.0 0.0 0.0 214.2507 4.250537 3.547717 0.8346515 2.366938 0.0 3.141592653589793 1.037107 5.696488590100579 0.9419363 3.141592653589793 3.141592653589793
0.0 0.0 0.36647000908851624 0.17175740003585815 -0.36647 0.1717574 3.2902648 -0.02137687 0.0 0.0 0.0 220.2326 4.124401 3.46867 0.84101176 3.816745 0.0 -0.0 5.092121 0.7587145055673545 0.9567568 3.141592653589793 0.0
0.0 0.0 0.39458519220352173 0.7235348224639893 0.3945852 0.7235348 3.3154836 0.299964 0.0 0.0 0.0 248.1423 3.813428 3.80356 0.9974123 5.301765 0.0 0.0 3.253531 4.060574566037417 1.035031 0.0 0.0
0.0 0.0 0.06394557654857635 0.24923700094223022 -0.06394558 -0.249237 3.692891 0.005329157 0.0 0.0 0.0 212.8126 4.406774 4.084597 0.92689055 5.239644 0.0 0.0 6.159222 2.8308395542204607 2.849263 3.141592653589793 3.141592653589793
0.0 0.0 0.06931270658969879 0.2951095998287201 0.06931271 -0.2951096 3.6191978 -1.298108 0.0 0.0 0.0 203.9526 4.157969 4.156764 0.9997102 6.063168 0.0 0.0 3.30037 3.3707015597159184 2.903177 0.0 3.141592653589793
0.0 0.0 0.22821049392223358 0.4978402853012085 0.2282105 0.4978403 3.9127553 -0.5004598 0.0 0.0 0.0 243.9475 4.550896 4.439089 0.9754318 3.542319 0.0 -0.0 0.3045192 4.356853772036288 2.044616 0.0 0.0
0.0 0.0 0.5054321885108948 0.5621098875999451 -0.5054322 0.5621099 3.501636 -0.1342228 0.0 0.0 0.0 236.817 4.236968 3.820595 0.9017286 2.568458 0.0 3.141592653589793 5.281957 1.1846840698256997 2.198422 3.141592653589793 0.0
0.0 0.0 0.16681210696697235 0.12199670076370239 0.1668121 0.1219967 3.2194343 -0.2224644 0.0 0.0 0.0 236.1931 4.651834 2.969516 0.6383538 1.997343 0.0 3.141592653589793 1.96305 2.3343247037686083 1.265593 0.0 0.0
0.0 0.0 0.1787288933992386 0.3886569142341614 -0.1787289 0.3886569 3.445011 -1.094448 0.0 0.0 0.0 67.7545 4.609934 3.412368 0.7402206 0.2798055 0.0 0.0 3.147382 4.732590450365343 1.142397 3.141592653589793 0.0
0.0 0.0 0.22635239362716675 0.3011380136013031 -0.2263524 0.301138 3.1782978 0.3241555 0.0 0.0 0.0 182.0824 4.895807 2.766663 0.5651087 4.442714 0.0 -0.0 4.484027 0.25116754042242206 2.590314 3.141592653589793 0.0
0.0 0.0 0.5661197900772095 0.34240278601646423 -0.5661198 0.3424028 3.6389415 -0.467203 0.0 0.0 0.0 173.8269 4.689924 3.735242 0.79643977 3.731454 0.0 -0.0 2.302222 1.5199080714067819 0.4025194 3.141592653589793 0.0
0.0 0.0 0.7032787799835205 0.4544506072998047 0.7032788 -0.4544506 3.666745 -0.1759147 0.0 0.0 0.0 184.4516 4.419751 4.015826 0.9086091 5.802216 0.0 0.0 3.048317 1.9973659886148667 0.9546838 0.0 3.141592653589793
0.0 0.0 0.5796679854393005 0.561874508857727 0.579668 0.5618745 3.4579308 0.3828405 0.0 0.0 0.0 144.7202 4.938096 3.224055 0.6528944 3.691992 0.0 -0.0 3.465218 0.1339265546731241 1.825503 0.0 0.0
0.0 0.0 0.3141101896762848 0.5445516109466553 0.3141102 0.5445516 3.3993099 0.0611271 0.0 0.0 0.0 192.9341 4.629169 3.312171 0.7155001 1.356233 0.0 0.0 0.2606431 5.028630650353399 0.3069326 0.0 0.0
0.0 0.0 0.000739626819267869 0.10230830311775208 -0.0007396268 0.1023083 3.7393298 -0.4390579 0.0 0.0 0.0 109.4698 4.553313 4.054748 0.8905051 3.096158 0.0 3.141592653589793 0.4337663 5.850724043439506 1.278065 3.141592653589793 0.0
0.0 0.0 0.6870288848876953 0.3040092885494232 0.6870289 0.3040093 3.3066192 0.4225305 0.0 0.0 0.0 186.9388 4.623548 3.143529 0.6798954 2.96956 0.0 3.141592653589793 4.863256 4.732917731597219 2.121356 0.0 0.0
0.0 0.0 0.554111123085022 0.19334650039672852 0.5541111 -0.1933465 3.5350113 -0.3566436 0.0 0.0 0.0 233.6635 4.133773 3.989096 0.9650012 1.506472 0.0 0.0 5.685225 5.951161429386367 2.020333 0.0 3.141592653589793
0.0 0.0 0.5208138823509216 0.6575047969818115 -0.5208139 0.6575048 3.6164262 0.003998052 0.0 0.0 0.0 117.9886 4.308883 4.006099 0.9297303 0.611404 0.0 0.0 3.388865 2.2458398484769333 2.437363 3.141592653589793 0.0
0.0 0.0 0.4329245090484619 0.328779399394989 0.4329245 0.3287794 3.3280413 0.5624846 0.0 0.0 0.0 203.25 3.840048 3.805874 0.99110067 3.811661 0.0 -0.0 0.1161845 0.7530996044689147 3.11105 0.0 0.0
0.0 0.0 0.4623430073261261 0.4916175901889801 0.462343 0.4916176 3.2885716 -0.09293835 0.0 0.0 0.0 219.4354 4.733603 3.043927 0.6430465 5.011615 0.0 0.0 3.331684 1.661445208405965 2.605697 0.0 0.0
0.0 0.0 0.3659099042415619 0.014521829783916473 0.3659099 0.01452183 3.6131032 -0.3626061 0.0 0.0 0.0 230.2664 4.246395 4.05693 0.95538217 3.413684 0.0 -0.0 5.008647 3.24791553733219 1.013125 0.0 0.0
0.0 0.0 0.2097253054380417 0.23801720142364502 -0.2097253 -0.2380172 3.1759477 0.469221 0.0 0.0 0.0 199.0672 4.427713 3.027596 0.6837833 1.998382 0.0 3.141592653589793 3.089629 3.97550009737013 0.8107129 3.141592653589793 3.141592653589793
0.0 0.0 0.06029793992638588 0.02299566939473152 0.06029794 0.02299567 3.774183 1.310987 0.0 0.0 0.0 65.17249 4.652231 4.044104 0.8692827 5.389153 0.0 0.0 4.731534 2.574115227944098 1.923916 0.0 0.0
0.0 0.0 0.5975785255432129 0.4457379877567291 0.5975785 -0.445738 3.7697153 0.3702555 0.0 0.0 0.0 121.9362 4.94981 3.801449 0.767999 5.337243 0.0 0.0 0.3146699 2.1601591163706004 1.125155 0.0 3.141592653589793
0.0 0.0 0.6205193996429443 0.361295610666275 -0.6205194 0.3612956 3.7921584 0.06392863 0.0 0.0 0.0 153.5909 4.925717 3.863609 0.78437495 3.105586 0.0 3.141592653589793 1.312477 3.6513408633791897 2.396454 3.141592653589793 0.0
0.0 0.0 0.7289143204689026 0.1339098960161209 0.7289143 -0.1339099 3.6593673 -1.220859 0.0 0.0 0.0 198.809 4.550941 3.88742 0.8542014 5.221537 0.0 0.0 0.3621842 4.65039212150721 1.705555 0.0 3.141592653589793
0.0 0.0 0.25172939896583557 0.4307740032672882 0.2517294 -0.430774 4.2203617 -0.5248823 0.0 0.0 0.0 237.8475 4.907542 4.789169 0.9758793 4.503289 0.0 -0.0 0.07906781 0.9333000350523477 2.244021 0.0 3.141592653589793
0.0 0.0 0.6054484844207764 0.7071753740310669 -0.6054485 -0.7071754 3.5327678 0.5688425 0.0 0.0 0.0 188.0626 4.519656 3.651924 0.8080092 1.339278 0.0 0.0 5.338911 1.1487476267428107 1.571144 3.141592653589793 3.141592653589793
0.0 0.0 0.1723403036594391 0.3045214116573334 -0.1723403 -0.3045214 3.3214486 -0.5983497 0.0 0.0 0.0 142.2297 4.51427 3.242257 0.71822405 1.556074 0.0 0.0 5.268703 1.3480529370934207 0.2111253 3.141592653589793 3.141592653589793
0.0 0.0 0.1538027971982956 0.3149346113204956 -0.1538028 0.3149346 4.188775 1.040401 0.0 0.0 0.0 199.1119 4.813692 4.809586 0.999147 4.912495 0.0 0.0 0.5789582 3.0121192469448985 2.500823 3.141592653589793 0.0
0.0 0.0 0.7314603924751282 0.2576664984226227 0.7314604 0.2576665 3.9469447 0.05545693 0.0 0.0 0.0 225.4746 4.719067 4.357285 0.9233361 2.582894 0.0 3.141592653589793 4.014021 4.449511091464778 2.095326 0.0 0.0
0.0 0.0 0.15182210505008698 0.5760864019393921 0.1518221 0.5760864 3.9188805 -0.2341649 0.0 0.0 0.0 248.2607 4.668847 4.341512 0.92988956 5.791308 0.0 0.0 6.228367 3.976861887953241 2.135032 0.0 0.0
0.0 0.0 0.36821600794792175 0.1331298053264618 -0.368216 0.1331298 3.940218 -0.7222755 0.0 0.0 0.0 239.261 4.85258 4.225664 0.8708077 0.5078588 0.0 0.0 1.028806 0.5142252585906419 1.676136 3.141592653589793 0.0
0.0 0.0 0.0731109082698822 0.2188849002122879 0.07311091 -0.2188849 3.2808192 1.224049 0.0 0.0 0.0 229.4331 4.081155 3.48446 0.85379267 3.717412 0.0 -0.0 5.228909 1.4274377875522362 0.511506 0.0 3.141592653589793
0.0 0.0 0.05468909069895744 0.6134678721427917 -0.05468909 0.6134679 3.2490962 0.4748098 0.0 0.0 0.0 55.07999 3.896834 3.575902 0.9176429 1.481706 0.0 0.0 5.559455 3.2648964746154263 0.6481003 3.141592653589793 0.0
0.0 0.0 0.020531300455331802 0.38226979970932007 0.0205313 -0.3822698 3.9221332 0.2737481 0.0 0.0 0.0 181.8508 4.85618 4.18449 0.8616835 5.77379 0.0 0.0 1.434318 2.2886491020440474 2.598696 0.0 3.141592653589793
0.0 0.0 0.21325179934501648 0.3057667016983032 0.2132518 -0.3057667 3.869936 0.6621559 0.0 0.0 0.0 248.441 4.981747 3.976836 0.7982814 0.01007379 0.0 0.0 1.698802 1.1144550275171525 0.4577301 0.0 3.141592653589793
0.0 0.0 0.23794250190258026 0.7499039769172668 0.2379425 -0.749904 3.6799614 -0.6198814 0.0 0.0 0.0 208.9911 4.395798 4.066236 0.9250279 0.55152 0.0 0.0 3.542111 1.4256706417229523 2.792641 0.0 3.141592653589793
0.0 0.0 0.033457398414611816 0.05032775178551674 0.0334574 -0.05032775 3.9955642 0.2734124 0.0 0.0 0.0 209.3039 4.61889 4.560727 0.9874076 4.212183 0.0 -0.0 5.687498 5.786276632771234 0.9462752 0.0 3.141592653589793
0.0 0.0 0.697471022605896 0.17867699265480042 0.697471 0.178677 3.8937924 -0.5032749 0.0 0.0 0.0 222.5022 4.545878 4.401113 0.96815467 0.1265678 0.0 0.0 4.508266 2.581238325089778 1.037737 0.0 0.0
0.0 0.0 0.3386344015598297 0.719154417514801 0.3386344 -0.7191544 3.4247031 -0.6308387 0.0 0.0 0.0 243.9435 4.435018 3.499282 0.7890119 3.217628 0.0 -0.0 1.766272 5.494274955297925 1.752671 0.0 3.141592653589793
0.0 0.0 0.07934568077325821 0.5410478711128235 0.07934568 -0.5410479 3.8562818 0.4759028 0.0 0.0 0.0 155.2646 4.489256 4.371098 0.97367984 5.258534 0.0 0.0 1.920478 3.0920193745416853 0.4223956 0.0 3.141592653589793
0.0 0.0 0.1874781996011734 0.4790526032447815 0.1874782 -0.4790526 3.7585227 -0.7836788 0.0 0.0 0.0 246.0555 4.986835 3.752927 0.75256693 5.612447 0.0 0.0 5.18283 2.754152029812083 1.361857 0.0 3.141592653589793
0.0 0.0 0.7331724166870117 0.02211970090866089 0.7331724 -0.0221197 3.9019973 -0.5408945 0.0 0.0 0.0 186.7245 4.842629 4.153516 0.85769856 2.111162 0.0 3.141592653589793 3.220107 2.2171434203057814 1.755146 0.0 3.141592653589793
0.0 0.0 0.2750549018383026 0.0016557660419493914 -0.2750549 0.001655766 3.674503 -0.3695797 0.0 0.0 0.0 138.6881 4.301292 4.142295 0.96303505 3.38946 0.0 -0.0 3.301544 1.4996173572489937 1.783117 3.141592653589793 0.0
0.0 0.0 0.21027399599552155 0.41585031151771545 -0.210274 0.4158503 3.7485585 0.5040627 0.0 0.0 0.0 228.1489 4.92527 3.777755 0.7670148 5.902932 0.0 0.0 0.7858605 5.090537715359446 1.433678 3.141592653589793 0.0
0.0 0.0 0.4609769880771637 0.5687226057052612 0.460977 0.5687226 4.046689 0.7711403 0.0 0.0 0.0 153.1944 4.917956 4.396425 0.8939537 2.099733 0.0 3.141592653589793 5.995609 3.5409584527715054 2.533239 0.0 0.0
0.0 0.0 0.11952939629554749 0.13371959328651428 -0.1195294 -0.1337196 3.2622983 0.6678911 0.0 0.0 0.0 213.3134 4.620543 3.064789 0.6632963 5.324857 0.0 0.0 0.2758204 0.09298768513937006 1.999667 3.141592653589793 3.141592653589793
0.0 0.0 0.5608810782432556 0.5449380874633789 0.5608811 -0.5449381 3.3437989 1.219622 0.0 0.0 0.0 175.6522 4.9996 2.989755 0.59799886 2.795547 0.0 3.141592653589793 5.227865 4.248892507874835 0.5296543 0.0 3.141592653589793
0.0 0.0 0.4922029972076416 0.706214189529419 -0.492203 0.7062142 3.7612112 0.7523568 0.0 0.0 0.0 219.2079 4.627298 4.037782 0.87260044 5.824451 0.0 0.0 6.249033 3.2940654825894953 1.273905 3.141592653589793 0.0
0.0 0.0 0.749719500541687 0.7069607973098755 -0.7497195 -0.7069608 3.823567 -0.5923048 0.0 0.0 0.0 237.1695 4.419321 4.365129 0.9877375 2.260594 0.0 3.141592653589793 5.950325 4.770441801078697 1.528361 3.141592653589793 3.141592653589793
0.0 0.0 0.5771052837371826 0.4063878059387207 -0.5771053 0.4063878 3.8047147 -0.003899703 0.0 0.0 0.0 164.2034 4.760382 4.018253 0.844103 1.711089 0.0 3.141592653589793 3.303681 3.77202900396761 1.095721 3.141592653589793 0.0
0.0 0.0 0.07349693775177002 0.6728736162185669 -0.07349694 -0.6728736 3.9752247 1.321336 0.0 0.0 0.0 239.2677 4.986161 4.188211 0.839967 4.789927 0.0 0.0 2.413769 3.9266567413967195 0.8379414 3.141592653589793 3.141592653589793
0.0 0.0 0.6343163847923279 0.5568547248840332 -0.6343164 -0.5568547 4.227745 0.005984819 0.0 0.0 0.0 236.4868 4.971464 4.744524 0.9543514 5.889142 0.0 0.0 0.4262236 1.7427743518298584 1.06378 3.141592653589793 3.141592653589793
0.0 0.0 0.33368128538131714 0.47384729981422424 -0.3336813 -0.4738473 3.2937357 0.8724218 0.0 0.0 0.0 204.4718 4.17366 3.436305 0.82333136 4.674061 0.0 -0.0 2.241147 4.462231422682372 1.32281 3.141592653589793 3.141592653589793
0.0 0.0 0.745513379573822 0.3569698929786682 0.7455134 -0.3569699 3.1768851 -0.172032 0.0 0.0 0.0 61.93435 4.252315 3.145966 0.7398243 3.638288 0.0 -0.0 5.610363 0.6312306152535143 1.927634 0.0 3.141592653589793
0.0 0.0 0.7055448293685913 0.3040091097354889 -0.7055448 -0.3040091 3.4612021 0.09314781 0.0 0.0 0.0 215.7787 4.305438 3.676124 0.8538328 0.2905081 0.0 0.0 4.623334 3.2893870373470335 2.233248 3.141592653589793 3.141592653589793
0.0 0.0 0.2436370998620987 0.6789031028747559 0.2436371 -0.6789031 4.0649424 -0.07044227 0.0 0.0 0.0 119.9165 4.753533 4.587033 0.9649734 2.17545 0.0 3.141592653589793 0.5633841 5.559137310944344 0.5559458 0.0 3.141592653589793
0.0 0.0 0.499787300825119 0.4740074872970581 0.4997873 -0.4740075 3.2804096 -1.256992 0.0 0.0 0.0 92.20519 4.947041 2.910468 0.588325 1.698723 0.0 3.141592653589793 0.8922032 3.398760078256089 1.31086 0.0 3.141592653589793
0.0 0.0 0.7455232739448547 0.6682857871055603 0.7455233 -0.6682858 3.6680727 -0.05417875 0.0 0.0 0.0 233.8881 4.882345 3.651614 0.7479221 2.200001 0.0 3.141592653589793 1.093365 2.1377157895325922 2.021689 0.0 3.141592653589793
0.0 0.0 0.7108622193336487 0.17609070241451263 -0.7108622 0.1760907 3.407643 0.3601134 0.0 0.0 0.0 144.756 4.057756 3.77699 0.9308076 0.6854064 0.0 0.0 0.4770497 1.8879975847953006 1.197233 3.141592653589793 0.0
0.0 0.0 0.7405961155891418 0.469998300075531 -0.7405961 0.4699983 3.800922 0.6761 0.0 0.0 0.0 231.569 4.884109 3.912644 0.80109674 1.276373 0.0 0.0 2.968173 2.1432267529739306 2.61206 3.141592653589793 0.0
0.0 0.0 0.39005759358406067 0.040945351123809814 -0.3900576 0.04094535 3.4395885 0.9358795 0.0 0.0 0.0 200.1864 4.631245 3.38722 0.7313843 5.46817 0.0 0.0 2.104886 3.284866390487366 1.7606 3.141592653589793 0.0
0.0 0.0 0.30827128887176514 0.33797070384025574 0.3082713 -0.3379707 3.9316516 0.1256245 0.0 0.0 0.0 217.8154 4.909669 4.160112 0.84733045 4.652974 0.0 -0.0 2.366711 1.7104674746219075 1.73928 0.0 3.141592653589793
0.0 0.0 0.29067981243133545 0.22881880402565002 -0.2906798 0.2288188 3.6914735 -0.5370948 0.0 0.0 0.0 213.0535 4.260227 4.220662 0.99071294 2.339162 0.0 3.141592653589793 1.37394 5.749531241788134 1.320464 3.141592653589793 0.0
0.0 0.0 0.3484134078025818 0.2798505127429962 -0.3484134 -0.2798505 3.5928273 0.1417594 0.0 0.0 0.0 126.0302 4.495025 3.794676 0.84419465 4.668119 0.0 -0.0 1.679671 5.452088064804627 0.3949236 3.141592653589793 3.141592653589793
0.0 0.0 0.6081694960594177 0.2045276015996933 0.6081695 0.2045276 3.627697 0.2118634 0.0 0.0 0.0 247.9339 4.390897 3.956906 0.90116125 0.2082063 0.0 0.0 2.974765 2.136121835505186 1.78927 0.0 0.0
0.0 0.0 0.2752777934074402 0.12982800602912903 0.2752778 -0.129828 3.3210568 -0.2848755 0.0 0.0 0.0 224.0383 4.139417 3.52042 0.85046273 5.478446 0.0 0.0 5.384624 0.2506746859764135 0.4643628 0.0 3.141592653589793
0.0 0.0 0.4297564923763275 0.5791553258895874 -0.4297565 0.5791553 3.8975859 -0.873042 0.0 0.0 0.0 226.9917 4.623143 4.336655 0.93803173 5.74291 0.0 0.0 4.014598 3.308001975601144 0.9524126 3.141592653589793 0.0
0.0 0.0 0.21379919350147247 0.6270003914833069 -0.2137992 0.6270004 3.3574598 -1.046138 0.0 0.0 0.0 194.5544 4.795709 3.129725 0.6526094 6.052224 0.0 0.0 0.2021501 1.754965155854883 0.729933 3.141592653589793 0.0
0.0 0.0 0.5022991895675659 0.20612390339374542 0.5022992 -0.2061239 3.5090325 -0.6688271 0.0 0.0 0.0 190.718 4.489933 3.626891 0.8077828 0.2928827 0.0 0.0 3.562805 0.6146432891584155 1.713655 0.0 3.141592653589793
0.0 0.0 0.7255113124847412 0.24215810000896454 -0.7255113 -0.2421581 3.565986 -0.6476892 0.0 0.0 0.0 185.9075 4.181381 4.013174 0.95977235 6.14234 0.0 0.0 5.607068 0.12082180350640925 0.7756239 3.141592653589793 3.141592653589793
0.0 0.0 0.2306073009967804 0.48966020345687866 0.2306073 -0.4896602 3.9059832 -0.7891896 0.0 0.0 0.0 227.7382 4.945162 4.078469 0.8247392 2.143162 0.0 3.141592653589793 6.216928 3.5609119114271053 0.8190523 0.0 3.141592653589793
0.0 0.0 0.4535354971885681 0.3437331020832062 0.4535355 0.3437331 3.9061003 0.6087288 0.0 0.0 0.0 246.9492 4.851656 4.154613 0.85632885 3.193981 0.0 -0.0 1.682788 4.699130671466413 1.860427 0.0 0.0
0.0 0.0 0.25529760122299194 0.3631739020347595 0.2552976 0.3631739 3.1783478 0.274247 0.0 0.0 0.0 238.2882 4.033518 3.311122 0.82090175 2.490784 0.0 3.141592653589793 0.8176252 2.3852733617860977 2.747321 0.0 0.0
0.0 0.0 0.007332697045058012 0.3063529133796692 -0.007332697 0.3063529 3.6838276 -0.2642744 0.0 0.0 0.0 216.0694 4.302052 4.162541 0.967571 0.252753 0.0 0.0 0.8941175 1.7986730426384057 1.957914 3.141592653589793 0.0
