H_eff5 H_eff8 mass_1 mass_2 chirp_mass mass_ratio luminosity_distance dec ra psi phase theta_jn a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl geocent_time chi_1 chi_2
-0.22790626 -2.2502887 4.550498 2.264722 2.761521 0.49768665 173.3273 -1.0614 5.817785406539265 3.867973 5.074259 2.577979 0.4039669930934906 0.6187729239463806 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.403967 -0.6187729
-0.0279724 -0.07969479 3.341092 3.06541 2.785493 0.9174874 231.2883 1.085978 2.668342500178774 0.8041913 5.696 1.412132 0.038473740220069885 0.2554017901420593 0.0 3.141592653589793 0.0 0.0 0.0 0.03847374 -0.2554018
-0.07394399 -0.391157 4.572874 2.29357 2.7865987 0.50155985 234.2587 0.5546471 1.994307983943301 2.104689 3.040137 2.537601 0.30772629380226135 0.5755910873413086 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3077263 0.5755911
-0.016234815 0.099343374 3.556142 3.324465 2.9929204 0.9348516 158.8769 -0.1819779 2.627053628646692 0.4663238 4.520587 1.472773 0.2918441891670227 0.25487738847732544 3.141592653589793 0.0 0.0 -0.0 0.0 -0.2918442 0.2548774
-0.116400085 -1.0832897 4.156383 2.777504 2.9459598 0.66825026 234.0947 0.08409382 1.875442542281391 1.98635 4.208437 2.507737 0.22013339400291443 0.5269979238510132 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.2201334 -0.5269979
0.118415676 1.841122 2.763591 2.284636 2.1854794 0.8266911 204.7765 -0.2309316 5.193574623826358 1.93211 1.823861 2.205509 0.4370043873786926 0.06024438887834549 0.0 0.0 0.0 3.141592653589793 0.0 0.4370044 0.06024439
-0.27476087 -2.7903132 4.316708 2.944045 3.09216 0.6820116 200.4921 -0.8964842 3.858958473662071 5.750981 0.966247 1.404044 0.7284274101257324 0.7182319760322571 3.141592653589793 0.0 0.0 0.0 0.0 -0.7284274 0.718232
0.38824904 5.4553185 3.624521 2.561634 2.6447005 0.70675105 184.1409 0.2647216 1.3881637294254432 0.3332601 1.468638 2.167789 0.7218332886695862 0.20218880474567413 0.0 0.0 0.0 0.0 0.0 0.7218333 0.2021888
-0.030174471 0.060805857 3.621028 2.614721 2.671632 0.7220936 121.3373 -0.5791901 6.029648243227207 4.836574 2.852371 2.75618 0.36636680364608765 0.7082679867744446 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.3663668 -0.708268
-0.06917719 -0.43432847 4.511276 2.737267 3.0403235 0.60676116 136.8657 -0.540186 4.084036360596812 3.523275 4.384584 1.763067 0.3141798973083496 0.3772658109664917 3.141592653589793 0.0 0.0 -0.0 0.0 -0.3141799 0.3772658
0.3253935 5.052686 4.468924 1.675136 2.3273447 0.374841 162.5917 0.4499275 5.620339065364028 1.193685 3.328099 0.9309609 0.519913911819458 0.7167422771453857 0.0 3.141592653589793 0.0 -0.0 0.0 0.5199139 -0.7167423
0.74165034 10.600102 4.626663 1.65848 2.3513856 0.35846138 207.9232 0.6011813 5.5153798415953545 6.133902 4.665214 1.684975 0.7138320207595825 0.5829222798347473 0.0 0.0 0.0 -0.0 0.0 0.713832 0.5829223
0.039704926 1.0531365 4.348857 1.719676 2.3317196 0.39543173 244.6025 -0.03780222 0.6122163344700056 2.302379 0.6805443 0.8272527 0.00804090965539217 0.6783450841903687 0.0 0.0 0.0 0.0 0.0 0.00804091 0.6783451
-0.58714086 -6.381406 3.691592 1.638747 2.1070967 0.44391334 149.7662 0.5257275 4.117297799152013 5.364659 5.917026 0.8796719 0.6982520818710327 0.3815923035144806 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6982521 -0.3815923
0.13731948 2.0716405 2.684158 2.628263 2.3122122 0.9791759 171.2998 0.2983741 1.305080123333184 3.681113 3.268117 1.217338 0.38605380058288574 0.37750691175460815 0.0 0.0 0.0 -0.0 0.0 0.3860538 0.3775069
0.1612443 2.478243 3.327801 2.057099 2.264707 0.61815566 219.8136 -1.426759 4.350032334157888 0.96629 0.2384259 1.567666 0.33594170212745667 0.5333765149116516 0.0 0.0 0.0 0.0 0.0 0.3359417 0.5333765
-0.25439936 -2.7093573 4.4569 2.92915 3.1317155 0.6572169 128.3178 -0.01072743 4.794758175310719 5.753691 4.7604 0.2814347 0.4038853049278259 0.7406857013702393 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4038853 -0.7406857
-0.0139566595 0.11050623 3.702779 2.826538 2.811228 0.76335585 186.3945 0.3032049 5.078007292933918 0.6633093 4.925717 0.6958563 0.02857971005141735 0.20904040336608887 0.0 3.141592653589793 0.0 0.0 0.0 0.02857971 -0.2090404
0.044069685 1.2604636 4.776597 1.523691 2.2768648 0.31899092 227.6811 -0.4351524 3.9007594116557556 2.157511 1.597857 2.026124 0.13506579399108887 0.6059299111366272 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.1350658 -0.6059299
0.003472127 0.41461885 4.261343 2.843111 3.017853 0.6671866 239.1009 -0.4251089 5.077759062158449 4.444184 2.04836 2.316424 0.21458770334720612 0.46552449464797974 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.2145877 -0.4655245
0.25439107 3.8043613 4.263245 2.35698 2.7357929 0.55286056 205.5623 0.30196 1.861497135459011 2.820745 0.4622339 2.375185 0.5145912766456604 0.1603461056947708 0.0 0.0 0.0 0.0 0.0 0.5145913 0.1603461
0.38538206 5.7408323 4.694769 1.995631 2.6177385 0.42507544 189.0875 0.1285401 3.9447705757383105 2.651193 6.159129 1.810164 0.5750586986541748 0.3068605959415436 0.0 3.141592653589793 0.0 0.0 0.0 0.5750587 -0.3068606
0.029644087 0.75342333 2.818188 2.616451 2.3636076 0.9284161 211.6924 0.6576471 2.062230251661184 3.870217 2.672206 0.7647867 0.4573045074939728 0.4284174144268036 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.4573045 -0.4284174
0.19644263 3.1579695 3.807618 1.604143 2.1128573 0.42129833 207.3254 0.008734456 2.595845812557762 1.535606 6.025555 1.329759 0.3719162940979004 0.3623450994491577 0.0 0.0 0.0 0.0 0.0 0.3719163 0.3623451
0.18081568 2.939298 4.636305 2.012514 2.6145544 0.43407717 247.4443 0.09753844 2.367726355999274 5.434132 0.900176 0.884034 0.37754368782043457 0.06883475184440613 0.0 3.141592653589793 0.0 0.0 0.0 0.3775437 -0.06883475
0.18999933 3.0654683 3.925093 1.682657 2.198617 0.42869228 222.1033 0.6517029 5.028450287936877 5.032376 3.697997 1.747331 0.37815138697624207 0.1612814962863922 0.0 0.0 0.0 -0.0 0.0 0.3781514 0.1612815
0.23895013 3.5918276 4.585098 2.5521 2.952856 0.55660754 179.8963 0.07041825 2.6280371750516665 0.5890499 3.819364 1.489199 0.49484118819236755 0.21776850521564484 0.0 0.0 0.0 -0.0 0.0 0.4948412 0.2177685
0.35309598 4.9274154 3.432009 3.359277 2.9558756 0.97880775 133.5765 -0.5476472 0.18654574643451127 1.71198 0.4145178 2.518512 0.6705809831619263 0.5975720286369324 0.0 0.0 0.0 0.0 0.0 0.670581 0.597572
-0.31020364 -3.199648 4.818334 2.399617 2.925099 0.49801797 209.995 -0.03040431 2.5746730773579642 6.066538 2.465764 2.331059 0.5050588250160217 0.5943915247917175 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.5050588 -0.5943915
0.078612 1.2862628 3.203788 2.945569 2.6738305 0.91940194 203.0237 -0.8315278 4.413192735902065 4.297277 1.500149 1.039866 0.23936669528484344 0.2849329113960266 0.0 0.0 0.0 0.0 0.0 0.2393667 0.2849329
-0.33141223 -3.5630841 4.086837 2.570624 2.8066862 0.6290009 218.052 0.1807428 1.026795025497357 2.819571 0.8608857 2.508449 0.6304569244384766 0.18385489284992218 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6304569 -0.1838549
-0.15628414 -1.6042391 3.661406 3.327284 3.0378304 0.90874493 199.0097 -0.776307 4.433319906010091 4.351774 2.923135 1.666197 0.056872230023145676 0.6604558825492859 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.05687223 -0.6604559
-0.057970244 -0.37339002 4.282837 2.767259 2.982839 0.6461275 62.20959 1.48641 4.967540633694533 3.666825 0.5688434 1.38878 0.2179245948791504 0.03548210859298706 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2179246 -0.03548211
-0.103965 -0.8795057 3.090011 3.056088 2.675196 0.9890218 238.88 -0.482338 4.493362637794142 5.906334 3.119993 1.597864 0.4067648947238922 0.6501951217651367 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.4067649 -0.6501951
-0.22276412 -2.3828015 3.435859 3.277579 2.921219 0.95393294 194.5078 1.093113 2.9745139136693055 1.415642 0.8200267 0.8798712 0.7145249843597412 0.1577267050743103 3.141592653589793 0.0 0.0 0.0 0.0 -0.714525 0.1577267
-0.6191968 -6.7481427 3.901522 1.717592 2.2169652 0.44023642 226.3185 -0.7481501 0.6817796845367639 2.089956 2.728065 1.470087 0.7261142730712891 0.24604679644107819 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.7261143 0.2460468
-0.06654252 -0.46650556 3.994391 2.910455 2.9608479 0.7286355 167.0746 0.008505447 6.254141380476447 4.698309 1.599821 1.488639 0.34491780400276184 0.265296995639801 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3449178 0.265297
-0.12893884 -0.97138214 4.899914 1.959772 2.6434772 0.39996052 172.6919 -0.4451413 0.321880202530906 0.8080282 5.99162 1.692495 0.28673049807548523 0.056846339255571365 3.141592653589793 0.0 0.0 0.0 0.0 -0.2867305 0.05684634
-0.25812396 -2.33042 4.322665 1.437869 2.1085799 0.3326348 138.3459 1.06443 0.6980035904940678 5.587558 4.909714 2.184038 0.40415430068969727 0.20879040658473969 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4041543 -0.2087904
0.2897271 4.3178477 4.235787 2.173787 2.6129124 0.5131956 196.6564 -0.2246486 3.915307634310828 3.231754 1.703953 1.634869 0.5260679125785828 0.25426051020622253 0.0 0.0 0.0 3.141592653589793 0.0 0.5260679 0.2542605
0.18404317 2.8370063 3.966165 2.311706 2.6170957 0.5828568 234.9563 -0.2565648 4.727314071239469 6.084856 2.106536 2.181314 0.45386019349098206 0.022503340616822243 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.4538602 -0.02250334
-0.011115417 0.37432152 2.811843 2.600211 2.3535714 0.9247355 221.8006 -0.2665022 0.16169817631600836 1.087005 2.586188 0.8880422 0.629233181476593 0.720239520072937 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.6292332 -0.7202395
-0.20662564 -1.8740919 3.829207 1.691033 2.1795406 0.44161442 211.6507 -1.13613 2.0835754302039504 3.121746 2.771755 1.65277 0.43916910886764526 0.4958980977535248 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.4391691 0.4958981
0.052972306 0.9495564 3.028686 2.618018 2.4500625 0.8644072 110.5109 -0.8234738 3.0299485126248555 5.548919 5.463512 1.300084 0.21477730572223663 0.14400619268417358 0.0 0.0 0.0 0.0 0.0 0.2147773 0.1440062
-0.36012465 -4.0261884 2.594953 2.374032 2.1603103 0.91486514 234.7075 -0.7792111 4.313286132678421 4.771606 0.1982553 0.7169647 0.6417080163955688 0.6405074000358582 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.641708 -0.6405074
-0.56718475 -6.088067 4.303349 1.766712 2.35475 0.4105435 146.8031 -0.2188403 3.9952593440481223 1.535374 0.8055742 2.432255 0.6513739228248596 0.6771181225776672 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6513739 -0.6771181
-0.15136084 -1.512184 4.088 2.965803 3.0234811 0.72549 238.8559 -0.4708269 5.6277221099197945 0.8968916 5.121893 2.334216 0.3060060143470764 0.5393043160438538 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.306006 -0.5393043
-0.119925916 -1.0472556 3.15649 3.015478 2.685664 0.95532626 141.0597 -0.6500555 2.4264612478961 0.1999955 4.657257 1.023889 0.4592027962207794 0.7284622192382812 0.0 3.141592653589793 0.0 -0.0 0.0 0.4592028 -0.7284622
0.027742842 0.80172175 4.031836 1.932 2.3977332 0.47918618 221.6146 1.119494 1.9742071748565877 3.85384 6.119088 0.9754704 0.0019652980845421553 0.4871239960193634 3.141592653589793 0.0 0.0 0.0 0.0 -0.001965298 0.487124
0.04119498 0.97846353 3.75291 1.871342 2.2798162 0.4986376 156.1022 0.665508 1.2244962180499215 2.127288 6.146117 2.262618 0.17484499514102936 0.3215250074863434 0.0 3.141592653589793 0.0 0.0 0.0 0.174845 -0.321525
0.008802475 0.50178766 4.550294 2.446727 2.877348 0.53770745 136.9538 -0.2949719 5.978309633171101 3.102437 0.2283763 1.897128 0.004674118012189865 0.20867429673671722 3.141592653589793 0.0 0.0 0.0 0.0 -0.004674118 0.2086743
-0.16726395 -1.7215183 3.598508 2.608605 2.6603606 0.72491294 170.0455 -1.021833 5.018803590888297 6.261705 4.777689 1.021136 0.19724500179290771 0.6899425983428955 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.197245 -0.6899426
-0.18991074 -1.9281846 3.999665 2.53137 2.7556953 0.63289547 246.375 -0.2845478 1.3911897065642052 1.762941 3.435625 2.453958 0.3436127007007599 0.6399217844009399 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3436127 -0.6399218
0.5102663 7.21498 4.002349 2.153935 2.5320065 0.5381677 194.3466 0.08793393 3.8052069197816536 3.891936 3.570128 1.64211 0.691652774810791 0.5655009150505066 0.0 0.0 0.0 -0.0 0.0 0.6916528 0.5655009
-0.287684 -2.8851645 3.488712 1.830832 2.1777766 0.52478737 239.016 -0.2481363 1.4192386161099648 0.8143387 0.1910619 0.06694444 0.5850964784622192 0.5760434865951538 3.141592653589793 0.0 0.0 0.0 0.0 -0.5850965 0.5760435
0.120765 1.931232 4.471427 2.868701 3.1026883 0.64156276 163.0762 -0.07049007 4.352691286703362 3.939371 4.765553 0.8944968 0.3373646140098572 0.2578131854534149 0.0 0.0 0.0 0.0 0.0 0.3373646 0.2578132
-0.33712736 -3.7502766 2.8152 2.401703 2.262219 0.8531198 245.4536 -0.8074371 2.494510326266777 1.46828 0.4090365 2.466046 0.7228372097015381 0.3440692126750946 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.7228372 -0.3440692
-0.17572616 -1.8355746 2.697742 2.65861 2.3314133 0.98549455 176.4831 0.4569813 1.641488751187012 6.12978 0.8361369 1.926311 0.04901424050331116 0.6530662178993225 0.0 3.141592653589793 0.0 0.0 0.0 0.04901424 -0.6530662
0.18683925 2.7144823 3.197054 2.814616 2.6103725 0.880378 200.368 -0.4117591 4.285836241522361 2.942045 2.453613 2.115814 0.01108253002166748 0.7136942148208618 0.0 0.0 0.0 3.141592653589793 0.0 0.01108253 0.7136942
0.25715417 3.9439814 4.228116 1.93028 2.450004 0.4565343 180.9237 -0.1812493 6.241558828036091 3.856469 4.635456 1.308308 0.4636285901069641 0.2744235098361969 0.0 0.0 0.0 -0.0 0.0 0.4636286 0.2744235
-0.38591778 -4.027208 4.654899 2.161288 2.721858 0.46430394 160.2298 0.4248148 5.668024632128095 1.193044 1.053592 2.673717 0.5873898863792419 0.15222179889678955 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.5873899 -0.1522218
-0.25619856 -2.5138354 3.700773 1.619145 2.0958776 0.43751535 215.2841 0.159634 6.135822074598423 0.8114321 0.6836728 0.4765702 0.40417319536209106 0.7298557758331299 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4041732 -0.7298558
0.28480512 4.263517 4.323901 2.272031 2.700964 0.5254586 204.7043 0.2147744 3.9162145910901245 4.061635 0.2983062 2.714346 0.5539826154708862 0.2913498878479004 0.0 3.141592653589793 0.0 0.0 0.0 0.5539826 -0.2913499
0.07320478 1.3674415 4.787338 2.523896 2.99572 0.5272024 240.4024 -0.6792534 1.1430939939440137 3.437881 1.712668 1.982912 0.22735120356082916 0.012636959552764893 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.2273512 -0.01263696
-0.2648682 -2.836529 4.025432 2.947985 2.991669 0.73234 223.2228 0.3380119 1.4783448457004411 3.009341 6.214742 2.198829 0.6154599189758301 0.14839069545269012 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6154599 -0.1483907
0.044087693 0.9790509 4.118519 2.918499 3.0092807 0.7086283 236.4177 0.8499442 2.433205831183251 0.3046588 2.055793 2.495121 0.3844403028488159 0.5198671221733093 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.3844403 -0.5198671
-0.3176102 -3.2880027 3.674202 1.859034 2.24944 0.50596946 198.4015 1.055915 6.094414204571535 3.650244 3.634875 2.344064 0.5306556820869446 0.48172110319137573 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.5306557 -0.4817211
0.07720964 1.314097 3.020884 2.073305 2.1710176 0.6863239 196.3712 1.036778 4.769761887867958 1.607238 3.974135 0.9281446 0.033593129366636276 0.5478122234344482 0.0 0.0 0.0 -0.0 0.0 0.03359313 0.5478122
-0.08342892 -0.7359479 3.550616 2.926881 2.8037794 0.8243305 159.5806 0.5420056 4.813919089437718 3.263542 4.038328 0.4851519 0.09023947268724442 0.45559269189834595 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.09023947 -0.4555927
0.21039197 3.0532768 2.82877 2.517033 2.322145 0.88979775 241.8568 -0.6654641 0.4303224907474501 2.396653 2.016771 0.9518536 0.5260444283485413 0.4225901961326599 0.0 0.0 0.0 3.141592653589793 0.0 0.5260444 0.4225902
0.12682652 2.2108698 4.39794 1.872416 2.4543278 0.4257484 217.1275 -0.596116 5.260186293112952 4.029898 3.129204 0.3812465 0.29955148696899414 0.15282119810581207 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.2995515 -0.1528212
8.5447915e-05 0.27009332 4.019063 3.27894 3.156997 0.81584686 191.3805 0.4608107 0.754426218829714 0.3798374 1.849331 0.9129168 0.05344879999756813 0.09743698686361313 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.0534488 0.09743699
0.15735587 2.4976234 3.594447 1.954238 2.286271 0.5436826 245.3623 -0.5462829 3.14249599154423 2.581712 5.147357 1.073672 0.38157400488853455 0.17444440722465515 0.0 0.0 0.0 0.0 0.0 0.381574 0.1744444
0.054821208 1.1448505 4.423491 2.177046 2.6684794 0.49215564 203.8198 -0.7362859 5.8598178092303215 0.5468523 1.23708 2.741549 0.03559739887714386 0.7178530097007751 3.141592653589793 0.0 0.0 0.0 0.0 -0.0355974 0.717853
0.33109322 4.6315165 2.967529 2.884763 2.5470526 0.97210944 220.4283 -1.202698 4.503460061400212 3.986904 4.485726 1.099573 0.7126513123512268 0.47832560539245605 0.0 0.0 0.0 -0.0 0.0 0.7126513 0.4783256
0.029144915 0.6812412 3.387211 2.642964 2.6007233 0.7802773 181.9338 0.3467688 1.0559018275510894 0.4647635 4.960774 0.236718 0.24389620125293732 0.22478629648685455 0.0 3.141592653589793 0.0 0.0 0.0 0.2438962 -0.2247863
0.5349233 7.5576015 4.803738 2.520921 2.9986494 0.5247832 237.075 -0.4032772 2.9431977063198715 4.237201 1.748358 1.531818 0.725549578666687 0.16029760241508484 0.0 0.0 0.0 3.141592653589793 0.0 0.7255496 0.1602976
0.048902076 0.8899479 2.578783 2.374971 2.1540558 0.9209658 200.3525 0.4681244 5.787054562168443 4.436309 0.3806806 1.262045 0.21474690735340118 0.12496549636125565 0.0 0.0 0.0 0.0 0.0 0.2147469 0.1249655
-0.124590114 -0.9685066 4.831243 2.457302 2.9660761 0.5086273 152.5743 0.2696988 4.969859783288804 0.2599643 6.165184 1.69816 0.40114110708236694 0.6049602031707764 3.141592653589793 0.0 0.0 0.0 0.0 -0.4011411 0.6049602
-0.017776271 0.29932845 3.872148 1.648697 2.160999 0.42578357 157.8879 -0.2875227 5.6871836654012 1.69786 1.576388 1.241779 0.10442840307950974 0.45221349596977234 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.1044284 0.4522135
0.5852039 8.274167 3.996562 1.947191 2.3979766 0.4872165 141.6099 0.2964877 5.759785651315134 3.579972 4.70341 2.085496 0.7238134741783142 0.3821151852607727 0.0 0.0 0.0 -0.0 0.0 0.7238135 0.3821152
-0.00045800395 0.2881562 3.427036 2.626061 2.606985 0.7662776 221.2629 -0.6763574 4.891122547151419 2.696934 1.60362 1.990631 0.11629489809274673 0.22785420715808868 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.1162949 0.2278542
0.12204417 2.1072595 3.639965 1.951686 2.298245 0.53618264 67.70721 -0.02649307 3.2403516888428854 1.756352 5.015661 2.027844 0.41354501247406006 0.5858386754989624 0.0 3.141592653589793 0.0 0.0 0.0 0.413545 -0.5858387
0.044907846 0.95692116 2.821718 2.321336 2.225906 0.8226676 161.1138 1.449695 4.541670192511766 1.775855 2.081476 1.889042 0.3346956968307495 0.6101415753364563 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3346957 0.6101416
-0.08511349 -0.371681 4.521429 1.630074 2.3051205 0.36052185 107.7212 -0.6600593 3.658138947050567 2.121689 0.8683388 2.411303 0.24420399963855743 0.6694567203521729 3.141592653589793 0.0 0.0 0.0 0.0 -0.244204 0.6694567
0.540077 7.6760497 3.688847 1.811502 2.2226937 0.49107537 117.8159 0.5211165 6.056890209247605 0.5305215 6.231099 1.012543 0.7086523771286011 0.11481740325689316 0.0 0.0 0.0 0.0 0.0 0.7086524 0.1148174
-0.04258993 -0.16928965 3.684261 2.561868 2.6657667 0.69535464 241.0125 0.6429064 6.26827440422344 1.093772 2.685688 2.084803 0.17427749931812286 0.5843222141265869 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.1742775 -0.5843222
-0.15245193 -1.4361838 4.580431 2.759004 3.0751245 0.60234594 175.9907 0.6338231 1.9594192173709217 0.1121684 2.696292 0.9732565 0.41536110639572144 0.014393730089068413 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.4153611 0.01439373
-0.21226345 -2.1613243 3.506103 2.089578 2.3407733 0.595983 202.9913 -0.07649423 3.425511510881144 1.933268 3.752784 2.287338 0.38714340329170227 0.6397159099578857 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3871434 -0.6397159
-0.14121567 -1.1909542 4.348766 2.014525 2.539726 0.4632406 215.6414 0.3686216 0.41964599826594906 1.723715 3.648226 1.167918 0.3312084972858429 0.022168729454278946 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3312085 -0.02216873
0.008179238 0.4291276 3.372239 2.380715 2.4592195 0.7059745 198.7735 0.4620697 2.626249646828981 4.555619 4.987715 0.8693287 0.13119889795780182 0.3634794056415558 3.141592653589793 0.0 0.0 0.0 0.0 -0.1311989 0.3634794
0.19115418 2.7975552 3.189023 2.813069 2.6064076 0.88211 223.1869 -0.6471109 0.651035663863766 2.793319 5.705496 1.049171 0.4576371908187866 0.46651169657707214 0.0 0.0 0.0 0.0 0.0 0.4576372 0.4665117
-0.06176443 -0.32783478 4.261809 2.269631 2.681191 0.53255105 199.0049 0.8624269 2.664671064153552 0.5335044 4.433713 0.7020706 0.2298395037651062 0.24617619812488556 3.141592653589793 0.0 0.0 -0.0 0.0 -0.2298395 0.2461762
0.12900543 1.9691283 2.811359 2.440197 2.2790148 0.86797774 92.52848 0.5854057 3.952450294530607 1.383559 3.08872 1.874548 0.37891849875450134 0.3394654095172882 0.0 0.0 0.0 3.141592653589793 0.0 0.3789185 0.3394654
0.37900496 5.536022 4.340452 2.126843 2.612268 0.49000493 222.8217 -0.7807717 6.0343325042470966 5.608671 4.687009 0.8903165 0.5741053819656372 0.5228552222251892 0.0 0.0 0.0 -0.0 0.0 0.5741054 0.5228552
0.37351307 5.490247 4.957582 2.277206 2.882161 0.45933804 191.6679 -0.8064743 3.3499686122405166 3.420512 1.092422 1.399079 0.5336989164352417 0.7066767811775208 0.0 0.0 0.0 0.0 0.0 0.5336989 0.7066768
0.18280742 2.8988342 3.795867 2.910951 2.888712 0.7668738 141.2253 0.6198807 0.3339910110108377 6.084688 6.153817 1.485 0.7244886755943298 0.7305343747138977 0.0 3.141592653589793 0.0 0.0 0.0 0.7244887 -0.7305344
-0.23823255 -2.4486027 3.866342 2.278972 2.5663433 0.5894388 201.6914 -1.072792 3.3951032887444654 0.5980368 1.072633 1.267113 0.4499228894710541 0.5736362934112549 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4499229 -0.5736363
0.45581454 6.615006 3.966908 1.814302 2.3008764 0.45735922 91.72651 0.0598909 4.580496625511913 2.414422 1.280057 0.9080491 0.6333891153335571 0.14871829748153687 0.0 0.0 0.0 0.0 0.0 0.6333891 0.1487183
-0.018305667 0.16727565 3.907427 2.766482 2.8537452 0.7080061 217.5495 0.06061104 2.0918867859755466 1.702196 5.424317 0.4283813 0.28558000922203064 0.602480411529541 0.0 3.141592653589793 0.0 0.0 0.0 0.28558 -0.6024804
